make,model,class,drive,transmission,cylinders,engine_displacement,fuel_type,fuel_type_1,city_mpg,highway_mpg,co2,fuel_economy_score,ghg_score
Acura,ILX,Compact Cars,Front-Wheel Drive,Auto(AM-S8),4,2.4,Premium,Premium Gasoline,25,35,309,7,7
Acura,MDX AWD,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S9),6,3.5,Premium,Premium Gasoline,19,26,404,5,5
Acura,MDX AWD,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S9),6,3.5,Premium,Premium Gasoline,18,26,424,4,4
Acura,MDX FWD,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic (S9),6,3.5,Premium,Premium Gasoline,20,27,391,5,5
Acura,MDX FWD,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic (S9),6,3.5,Premium,Premium Gasoline,19,27,404,5,5
Acura,NSX Hybrid,Two Seaters,All-Wheel Drive,Auto(AM-S9),6,3.5,Premium,Premium Gasoline,21,22,420,4,4
Acura,RDX AWD,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S6),6,3.5,Premium,Premium Gasoline,19,27,402,5,5
Acura,RDX FWD,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic (S6),6,3.5,Premium,Premium Gasoline,20,28,386,5,5
Acura,RLX,Midsize Cars,Front-Wheel Drive,Automatic (S6),6,3.5,Premium,Premium Gasoline,20,30,380,5,5
Acura,RLX Hybrid,Midsize Cars,All-Wheel Drive,Auto(AM-S7),6,3.5,Premium,Premium Gasoline,29,30,306,7,7
Acura,TLX AWD,Compact Cars,All-Wheel Drive,Automatic (S9),6,3.5,Premium,Premium Gasoline,21,31,358,5,5
Acura,TLX FWD,Compact Cars,Front-Wheel Drive,Auto(AM-S8),4,2.4,Premium,Premium Gasoline,24,35,321,6,6
Acura,TLX FWD,Compact Cars,Front-Wheel Drive,Automatic (S9),6,3.5,Premium,Premium Gasoline,21,34,358,5,5
Alfa Romeo,4C,Two Seaters,Rear-Wheel Drive,Auto(AM6),4,1.8,Premium,Premium Gasoline,24,34,317,6,6
Alfa Romeo,Giulia,Midsize Cars,Rear-Wheel Drive,Automatic 8-Speed,6,2.9,Premium,Premium Gasoline,17,24,451,4,4
Alfa Romeo,Giulia,Midsize Cars,Rear-Wheel Drive,Automatic 8-Speed,4,2.0,Premium,Premium Gasoline,24,33,330,6,6
Alfa Romeo,Giulia AWD,Midsize Cars,All-Wheel Drive,Automatic 8-Speed,4,2.0,Premium,Premium Gasoline,23,31,348,6,6
Aston Martin,Rapide S,Subcompact Cars,Rear-Wheel Drive,Automatic (S8),12,6.0,Premium,Premium Gasoline,14,21,533,3,3
Aston Martin,V12 Vantage S,Two Seaters,Rear-Wheel Drive,Auto(AM7),12,6.0,Premium,Premium Gasoline,12,18,624,1,1
Aston Martin,V12 Vantage S,Two Seaters,Rear-Wheel Drive,Manual(M7),12,6.0,Premium,Premium Gasoline,10,16,724,1,1
Aston Martin,Vanquish S Zagato,Minicompact Cars,Rear-Wheel Drive,Automatic (S8),12,6.0,Premium,Premium Gasoline,13,21,555,2,2
Audi,A3,Subcompact Cars,Front-Wheel Drive,Auto(AM-S7),4,2.0,Regular,Regular Gasoline,26,35,303,7,7
Audi,A3 Cabriolet,Subcompact Cars,Front-Wheel Drive,Auto(AM-S7),4,2.0,Regular,Regular Gasoline,25,34,316,6,6
Audi,A3 Cabriolet quattro,Subcompact Cars,All-Wheel Drive,Auto(AM-S6),4,2.0,Regular,Regular Gasoline,22,30,359,5,5
Audi,A3 e-tron,Compact Cars,Front-Wheel Drive,Auto(AM-S6),4,1.4,Premium and Electricity,Premium Gasoline,33,36,158,10,10
Audi,A3 quattro,Subcompact Cars,All-Wheel Drive,Auto(AM-S6),4,2.0,Regular,Regular Gasoline,24,31,330,6,6
Audi,A4,Compact Cars,Front-Wheel Drive,Auto(AM-S7),4,2.0,Premium,Premium Gasoline,25,33,315,6,6
Audi,A4 allroad quattro,Small Station Wagons,All-Wheel Drive,Auto(AM-S7),4,2.0,Premium,Premium Gasoline,23,28,349,5,5
Audi,A4 quattro,Compact Cars,All-Wheel Drive,Auto(AM-S7),4,2.0,Premium,Premium Gasoline,24,31,330,6,6
Audi,A4 quattro,Compact Cars,All-Wheel Drive,Manual 6-Speed,4,2.0,Premium,Premium Gasoline,24,33,329,6,6
Audi,A4 Ultra,Compact Cars,Front-Wheel Drive,Auto(AM-S7),4,2.0,Premium,Premium Gasoline,27,37,284,7,7
Audi,A5 Cabriolet quattro,Subcompact Cars,All-Wheel Drive,Automatic (S8),4,2.0,Premium or E85,Premium Gasoline,21,29,372,5,5
Audi,A5 quattro,Subcompact Cars,All-Wheel Drive,Automatic (S8),4,2.0,Premium or E85,Premium Gasoline,22,30,359,5,5
Audi,A5 quattro,Subcompact Cars,All-Wheel Drive,Manual 6-Speed,4,2.0,Premium,Premium Gasoline,23,32,338,6,6
Audi,A6,Midsize Cars,Front-Wheel Drive,Auto(AM-S7),4,2.0,Premium,Premium Gasoline,24,34,317,6,6
Audi,A6 quattro,Midsize Cars,All-Wheel Drive,Automatic (S8),6,3.0,Premium,Premium Gasoline,21,29,376,5,5
Audi,A6 quattro,Midsize Cars,All-Wheel Drive,Automatic (S8),4,2.0,Premium,Premium Gasoline,22,31,353,5,5
Audi,A7 quattro,Midsize Cars,All-Wheel Drive,Automatic (S8),6,3.0,Premium,Premium Gasoline,21,29,376,5,5
Audi,A8 L,Large Cars,All-Wheel Drive,Automatic (S8),6,3.0,Premium,Premium Gasoline,19,29,397,5,5
Audi,A8 L,Large Cars,All-Wheel Drive,Automatic (S8),8,4.0,Premium,Premium Gasoline,18,29,410,5,5
Audi,Q3,Compact Cars,Front-Wheel Drive,Automatic (S6),4,2.0,Premium,Premium Gasoline,20,28,391,5,5
Audi,Q3 quattro,Compact Cars,All-Wheel Drive,Automatic (S6),4,2.0,Premium,Premium Gasoline,20,28,387,5,5
Audi,Q5,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),4,2.0,Premium or E85,Premium Gasoline,20,27,395,5,5
Audi,Q5,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),6,3.0,Premium,Premium Gasoline,18,26,429,4,4
Audi,Q7,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),6,3.0,Premium,Premium Gasoline,19,25,419,4,4
Audi,Q7,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),4,2.0,Premium,Premium Gasoline,20,25,406,5,5
Audi,R8,Two Seaters,All-Wheel Drive,Auto(AM-S7),10,5.2,Premium,Premium Gasoline,14,22,519,3,3
Audi,R8 Spyder,Two Seaters,All-Wheel Drive,Auto(AM-S7),10,5.2,Premium,Premium Gasoline,14,22,519,3,3
Audi,RS 7,Midsize Cars,All-Wheel Drive,Automatic (S8),8,4.0,Premium,Premium Gasoline,15,25,497,3,3
Audi,S3,Subcompact Cars,All-Wheel Drive,Auto(AM-S6),4,2.0,Premium,Premium Gasoline,21,28,373,5,5
Audi,S5,Subcompact Cars,All-Wheel Drive,Auto(AM-S7),6,3.0,Premium,Premium Gasoline,18,28,413,4,4
Audi,S5,Subcompact Cars,All-Wheel Drive,Manual 6-Speed,6,3.0,Premium,Premium Gasoline,17,26,439,4,4
Audi,S5 Cabriolet,Subcompact Cars,All-Wheel Drive,Auto(AM-S7),6,3.0,Premium,Premium Gasoline,18,26,428,4,4
Audi,S6,Midsize Cars,All-Wheel Drive,Auto(AM-S7),8,4.0,Premium,Premium Gasoline,18,27,423,4,4
Audi,S7,Midsize Cars,All-Wheel Drive,Auto(AM-S7),8,4.0,Premium,Premium Gasoline,17,27,427,4,4
Audi,S8,Midsize Cars,All-Wheel Drive,Automatic (S8),8,4.0,Premium,Premium Gasoline,15,24,501,3,3
Audi,SQ5,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),6,3.0,Premium,Premium Gasoline,17,24,458,4,4
Audi,TT Coupe quattro,Subcompact Cars,All-Wheel Drive,Auto(AM-S6),4,2.0,Regular,Regular Gasoline,23,30,336,6,6
Audi,TT Roadster quattro,Two Seaters,All-Wheel Drive,Auto(AM-S6),4,2.0,Regular,Regular Gasoline,23,30,336,6,6
Audi,TTS Coupe,Subcompact Cars,All-Wheel Drive,Auto(AM-S6),4,2.0,Premium,Premium Gasoline,23,27,358,5,5
Bentley,Bentayga,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),12,6.0,Premium,Premium Gasoline,12,19,596,2,2
Bentley,Continental GT,Compact Cars,All-Wheel Drive,Automatic (S8),8,4.0,Premium,Premium Gasoline,15,25,475,4,4
Bentley,Continental GT,Compact Cars,All-Wheel Drive,Automatic (S8),12,6.0,Premium,Premium Gasoline,12,21,580,2,2
Bentley,Continental GT Convertible,Subcompact Cars,All-Wheel Drive,Automatic (S8),8,4.0,Premium,Premium Gasoline,14,24,517,3,3
Bentley,Continental GT Convertible,Subcompact Cars,All-Wheel Drive,Automatic (S8),12,6.0,Premium,Premium Gasoline,12,20,604,2,2
Bentley,Flying Spur,Midsize Cars,All-Wheel Drive,Automatic (S8),8,4.0,Premium,Premium Gasoline,14,24,517,3,3
Bentley,Flying Spur,Midsize Cars,All-Wheel Drive,Automatic (S8),12,6.0,Premium,Premium Gasoline,12,20,604,2,2
Bentley,Mulsanne,Midsize Cars,Rear-Wheel Drive,Automatic (S8),8,6.8,Premium,Premium Gasoline,11,18,652,1,1
Bentley,Mulsanne EWB,Midsize Cars,Rear-Wheel Drive,Automatic (S8),8,6.8,Premium,Premium Gasoline,11,17,692,1,1
BMW,230i Convertible,Subcompact Cars,Rear-Wheel Drive,Automatic (S8),4,2.0,Premium,Premium Gasoline,23,34,324,6,6
BMW,230i Coupe,Subcompact Cars,Rear-Wheel Drive,Automatic (S8),4,2.0,Premium,Premium Gasoline,24,35,318,6,6
BMW,230i Coupe,Subcompact Cars,Rear-Wheel Drive,Manual 6-Speed,4,2.0,Premium,Premium Gasoline,21,32,360,5,5
BMW,230i xDrive Convertible,Subcompact Cars,All-Wheel Drive,Automatic (S8),4,2.0,Premium,Premium Gasoline,23,33,335,6,6
BMW,230i xDrive Coupe,Subcompact Cars,All-Wheel Drive,Automatic (S8),4,2.0,Premium,Premium Gasoline,24,33,325,6,6
BMW,320i,Compact Cars,Rear-Wheel Drive,Automatic (S8),4,2.0,Premium,Premium Gasoline,23,35,323,6,6
BMW,320i,Compact Cars,Rear-Wheel Drive,Manual 6-Speed,4,2.0,Premium,Premium Gasoline,23,35,325,6,6
BMW,320i xDrive,Compact Cars,All-Wheel Drive,Automatic (S8),4,2.0,Premium,Premium Gasoline,23,34,332,6,6
BMW,328d,Compact Cars,Rear-Wheel Drive,Automatic (S8),4,2.0,Diesel,Diesel,31,43,285,8,7
BMW,328d xDrive,Compact Cars,All-Wheel Drive,Automatic (S8),4,2.0,Diesel,Diesel,30,40,303,8,7
BMW,328d xDrive Sports Wagon,Small Station Wagons,All-Wheel Drive,Automatic (S8),4,2.0,Diesel,Diesel,30,40,303,8,7
BMW,330e,Compact Cars,Rear-Wheel Drive,Automatic (S8),4,2.0,Premium and Electricity,Premium Gasoline,28,34,189,9,10
BMW,330i,Compact Cars,Rear-Wheel Drive,Automatic (S8),4,2.0,Premium,Premium Gasoline,23,34,324,6,6
BMW,330i,Compact Cars,Rear-Wheel Drive,Manual 6-Speed,4,2.0,Premium,Premium Gasoline,21,32,360,5,5
BMW,330i xDrive,Compact Cars,All-Wheel Drive,Automatic (S8),4,2.0,Premium,Premium Gasoline,23,33,335,6,6
BMW,330i xDrive Gran Turismo,Large Cars,All-Wheel Drive,Automatic (S8),4,2.0,Premium,Premium Gasoline,23,33,335,6,6
BMW,330i xDrive Sports Wagon,Small Station Wagons,All-Wheel Drive,Automatic (S8),4,2.0,Premium,Premium Gasoline,23,33,335,6,6
BMW,340i,Compact Cars,Rear-Wheel Drive,Automatic (S8),6,3.0,Premium,Premium Gasoline,21,32,358,5,5
BMW,340i,Compact Cars,Rear-Wheel Drive,Manual 6-Speed,6,3.0,Premium,Premium Gasoline,19,29,395,5,5
BMW,340i xDrive,Compact Cars,All-Wheel Drive,Automatic (S8),6,3.0,Premium,Premium Gasoline,21,31,357,5,5
BMW,340i xDrive,Compact Cars,All-Wheel Drive,Manual 6-Speed,6,3.0,Premium,Premium Gasoline,19,29,391,5,5
BMW,340i xDrive Gran Turismo,Large Cars,All-Wheel Drive,Automatic (S8),6,3.0,Premium,Premium Gasoline,20,30,374,5,5
BMW,430i Convertible,Subcompact Cars,Rear-Wheel Drive,Automatic (S8),4,2.0,Premium,Premium Gasoline,23,34,324,6,6
BMW,430i Coupe,Compact Cars,Rear-Wheel Drive,Automatic (S8),4,2.0,Premium,Premium Gasoline,23,34,324,6,6
BMW,430i Coupe,Compact Cars,Rear-Wheel Drive,Manual 6-Speed,4,2.0,Premium,Premium Gasoline,21,33,351,5,5
BMW,430i Gran Coupe,Compact Cars,Rear-Wheel Drive,Automatic (S8),4,2.0,Premium,Premium Gasoline,23,34,324,6,6
BMW,430i xDrive Convertible,Subcompact Cars,All-Wheel Drive,Automatic (S8),4,2.0,Premium,Premium Gasoline,22,32,343,6,6
BMW,430i xDrive Coupe,Compact Cars,All-Wheel Drive,Automatic (S8),4,2.0,Premium,Premium Gasoline,23,33,335,6,6
BMW,430i xDrive Gran Coupe,Compact Cars,All-Wheel Drive,Automatic (S8),4,2.0,Premium,Premium Gasoline,23,33,335,6,6
BMW,440i Convertible,Subcompact Cars,Rear-Wheel Drive,Automatic (S8),6,3.0,Premium,Premium Gasoline,21,29,372,5,5
BMW,440i Coupe,Compact Cars,Rear-Wheel Drive,Automatic (S8),6,3.0,Premium,Premium Gasoline,21,32,358,5,5
BMW,440i Coupe,Compact Cars,Rear-Wheel Drive,Manual 6-Speed,6,3.0,Premium,Premium Gasoline,19,29,395,5,5
BMW,440i Gran Coupe,Compact Cars,Rear-Wheel Drive,Automatic (S8),6,3.0,Premium,Premium Gasoline,21,32,358,5,5
BMW,440i xDrive Convertible,Subcompact Cars,All-Wheel Drive,Automatic (S8),6,3.0,Premium,Premium Gasoline,20,30,374,5,5
BMW,440i xDrive Coupe,Compact Cars,All-Wheel Drive,Automatic (S8),6,3.0,Premium,Premium Gasoline,21,31,357,5,5
BMW,440i xDrive Coupe,Compact Cars,All-Wheel Drive,Manual 6-Speed,6,3.0,Premium,Premium Gasoline,19,29,391,5,5
BMW,440i xDrive Gran Coupe,Compact Cars,All-Wheel Drive,Automatic (S8),6,3.0,Premium,Premium Gasoline,21,31,357,5,5
BMW,535i Gran Turismo,Large Cars,Rear-Wheel Drive,Automatic (S8),6,3.0,Premium,Premium Gasoline,19,27,405,5,5
BMW,535i xDrive Gran Turismo,Large Cars,All-Wheel Drive,Automatic (S8),6,3.0,Premium,Premium Gasoline,18,26,419,4,4
BMW,550i xDrive Gran Turismo,Large Cars,All-Wheel Drive,Automatic (S8),8,4.4,Premium,Premium Gasoline,15,24,486,3,3
BMW,640i Convertible,Subcompact Cars,Rear-Wheel Drive,Automatic (S8),6,3.0,Premium,Premium Gasoline,20,29,377,5,5
BMW,640i Coupe,Subcompact Cars,Rear-Wheel Drive,Automatic (S8),6,3.0,Premium,Premium Gasoline,21,30,368,5,5
BMW,640i Gran Coupe,Compact Cars,Rear-Wheel Drive,Automatic (S8),6,3.0,Premium,Premium Gasoline,20,29,377,5,5
BMW,640i xDrive Convertible,Subcompact Cars,All-Wheel Drive,Automatic (S8),6,3.0,Premium,Premium Gasoline,19,28,398,5,5
BMW,640i xDrive Coupe,Subcompact Cars,All-Wheel Drive,Automatic (S8),6,3.0,Premium,Premium Gasoline,19,28,398,5,5
BMW,640i xDrive Gran Coupe,Compact Cars,All-Wheel Drive,Automatic (S8),6,3.0,Premium,Premium Gasoline,19,28,398,5,5
BMW,650i Convertible,Subcompact Cars,Rear-Wheel Drive,Automatic (S8),8,4.4,Premium,Premium Gasoline,17,24,459,4,4
BMW,650i Coupe,Subcompact Cars,Rear-Wheel Drive,Automatic (S8),8,4.4,Premium,Premium Gasoline,17,24,459,4,4
BMW,650i Gran Coupe,Compact Cars,Rear-Wheel Drive,Automatic (S8),8,4.4,Premium,Premium Gasoline,17,24,459,4,4
BMW,650i xDrive Convertible,Subcompact Cars,All-Wheel Drive,Automatic (S8),8,4.4,Premium,Premium Gasoline,15,24,486,3,3
BMW,650i xDrive Coupe,Subcompact Cars,All-Wheel Drive,Automatic (S8),8,4.4,Premium,Premium Gasoline,16,24,470,4,4
BMW,650i xDrive Gran Coupe,Compact Cars,All-Wheel Drive,Automatic (S8),8,4.4,Premium,Premium Gasoline,15,24,486,3,3
BMW,740e xDrive,Large Cars,All-Wheel Drive,Automatic (S8),4,2.0,Premium and Electricity,Premium Gasoline,25,29,214,8,9
BMW,740i,Large Cars,Rear-Wheel Drive,Automatic (S8),6,3.0,Premium,Premium Gasoline,21,29,372,5,5
BMW,740i xDrive,Large Cars,All-Wheel Drive,Automatic (S8),6,3.0,Premium,Premium Gasoline,19,28,397,5,5
BMW,750i,Large Cars,Rear-Wheel Drive,Automatic (S8),8,4.4,Premium,Premium Gasoline,17,26,441,4,4
BMW,750i xDrive,Large Cars,All-Wheel Drive,Automatic (S8),8,4.4,Premium,Premium Gasoline,16,25,459,4,4
BMW,Alpina B6 xDrive Gran Coupe,Compact Cars,All-Wheel Drive,Automatic (S8),8,4.4,Premium,Premium Gasoline,15,24,486,3,3
BMW,Alpina B7 xDrive,Large Cars,All-Wheel Drive,Automatic (S8),8,4.4,Premium,Premium Gasoline,16,24,481,3,3
BMW,i8,Subcompact Cars,All-Wheel Drive,Automatic 6-Speed,3,1.5,Premium and Electricity,Premium Gasoline,28,29,199,8,10
BMW,M2,Subcompact Cars,Rear-Wheel Drive,Auto(AM-S7),6,3.0,Premium,Premium Gasoline,20,26,395,5,5
BMW,M2,Subcompact Cars,Rear-Wheel Drive,Manual 6-Speed,6,3.0,Premium,Premium Gasoline,18,26,430,4,4
BMW,M240i Convertible,Subcompact Cars,Rear-Wheel Drive,Automatic (S8),6,3.0,Premium,Premium Gasoline,21,32,358,5,5
BMW,M240i Convertible,Subcompact Cars,Rear-Wheel Drive,Manual 6-Speed,6,3.0,Premium,Premium Gasoline,19,29,395,5,5
BMW,M240i Coupe,Subcompact Cars,Rear-Wheel Drive,Automatic (S8),6,3.0,Premium,Premium Gasoline,21,32,358,5,5
BMW,M240i Coupe,Subcompact Cars,Rear-Wheel Drive,Manual 6-Speed,6,3.0,Premium,Premium Gasoline,19,28,401,5,5
BMW,M240i xDrive Convertible,Subcompact Cars,All-Wheel Drive,Automatic (S8),6,3.0,Premium,Premium Gasoline,21,31,357,5,5
BMW,M240i xDrive Coupe,Subcompact Cars,All-Wheel Drive,Automatic (S8),6,3.0,Premium,Premium Gasoline,21,31,357,5,5
BMW,M3,Compact Cars,Rear-Wheel Drive,Auto(AM-S7),6,3.0,Premium,Premium Gasoline,17,24,459,4,4
BMW,M3,Compact Cars,Rear-Wheel Drive,Manual 6-Speed,6,3.0,Premium,Premium Gasoline,17,26,438,4,4
BMW,M4 Convertible,Subcompact Cars,Rear-Wheel Drive,Auto(AM-S7),6,3.0,Premium,Premium Gasoline,17,24,455,4,4
BMW,M4 Convertible,Subcompact Cars,Rear-Wheel Drive,Manual 6-Speed,6,3.0,Premium,Premium Gasoline,17,26,438,4,4
BMW,M4 Coupe,Compact Cars,Rear-Wheel Drive,Auto(AM-S7),6,3.0,Premium,Premium Gasoline,17,24,459,4,4
BMW,M4 Coupe,Compact Cars,Rear-Wheel Drive,Manual 6-Speed,6,3.0,Premium,Premium Gasoline,17,26,438,4,4
BMW,M6 Convertible,Subcompact Cars,Rear-Wheel Drive,Auto(AM-S7),8,4.4,Premium,Premium Gasoline,14,20,553,2,2
BMW,M6 Convertible,Subcompact Cars,Rear-Wheel Drive,Manual 6-Speed,8,4.4,Premium,Premium Gasoline,15,22,519,3,3
BMW,M6 Coupe,Subcompact Cars,Rear-Wheel Drive,Auto(AM-S7),8,4.4,Premium,Premium Gasoline,14,20,553,2,2
BMW,M6 Coupe,Subcompact Cars,Rear-Wheel Drive,Manual 6-Speed,8,4.4,Premium,Premium Gasoline,15,22,519,3,3
BMW,M6 Gran Coupe,Compact Cars,Rear-Wheel Drive,Auto(AM-S7),8,4.4,Premium,Premium Gasoline,14,20,553,2,2
BMW,M6 Gran Coupe,Compact Cars,Rear-Wheel Drive,Manual 6-Speed,8,4.4,Premium,Premium Gasoline,15,22,519,3,3
BMW,M760i xDrive,Large Cars,All-Wheel Drive,Automatic (S8),12,6.6,Premium,Premium Gasoline,13,20,571,2,2
BMW,X1 sDrive28i,Large Cars,Front-Wheel Drive,Automatic (S8),4,2.0,Premium,Premium Gasoline,23,32,337,6,6
BMW,X1 xDrive28i,Large Cars,All-Wheel Drive,Automatic (S8),4,2.0,Premium,Premium Gasoline,22,31,349,5,5
BMW,X3 sDrive28i,Small Sport Utility Vehicle 2WD,Rear-Wheel Drive,Automatic (S8),4,2.0,Premium,Premium Gasoline,21,28,374,5,5
BMW,X3 xDrive28i,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),4,2.0,Premium,Premium Gasoline,21,28,374,5,5
BMW,X3 xDrive35i,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),6,3.0,Premium,Premium Gasoline,19,26,418,4,4
BMW,X4 M40i,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),6,3.0,Premium,Premium Gasoline,19,26,418,4,4
BMW,X4 xDrive28i,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),4,2.0,Premium,Premium Gasoline,20,27,389,5,5
BMW,X5 M,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),8,4.4,Premium,Premium Gasoline,14,19,549,2,2
BMW,X5 sDrive35i,Standard Sport Utility Vehicle 2WD,Rear-Wheel Drive,Automatic (S8),6,3.0,Premium,Premium Gasoline,18,25,426,4,4
BMW,X5 xDrive 35d,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),6,3.0,Diesel,Diesel,23,29,401,5,5
BMW,X5 xDrive35i,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),6,3.0,Premium,Premium Gasoline,18,24,434,4,4
BMW,X5 xDrive40e,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),4,2.0,Premium and Electricity,Premium Gasoline,23,25,248,7,8
BMW,X5 xDrive50i,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),8,4.4,Premium,Premium Gasoline,15,21,515,3,3
BMW,X6 M,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),8,4.4,Premium,Premium Gasoline,14,19,549,2,2
BMW,X6 sDrive35i,Standard Sport Utility Vehicle 2WD,Rear-Wheel Drive,Automatic (S8),6,3.0,Premium,Premium Gasoline,18,25,426,4,4
BMW,X6 xDrive35i,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),6,3.0,Premium,Premium Gasoline,18,24,434,4,4
BMW,X6 xDrive50i,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S8),8,4.4,Premium,Premium Gasoline,15,21,515,3,3
Buick,Cascada,Subcompact Cars,Rear-Wheel Drive,Automatic (S6),4,1.6,Premium,Premium Gasoline,20,27,395,5,5
Buick,Enclave AWD,Standard Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic 6-Speed,6,3.6,Regular,Regular Gasoline,15,22,518,3,3
Buick,Enclave FWD,Standard Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic 6-Speed,6,3.6,Regular,Regular Gasoline,15,22,507,3,3
Buick,Encore,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic (S6),4,1.4,Regular,Regular Gasoline,25,33,313,6,6
Buick,Encore,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic (S6),4,1.4,Regular,Regular Gasoline,27,33,298,7,7
Buick,Encore AWD,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S6),4,1.4,Regular,Regular Gasoline,24,30,334,6,6
Buick,Encore AWD,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic (S6),4,1.4,Regular,Regular Gasoline,26,31,315,6,6
Buick,Envision AWD,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic 6-Speed,4,2.5,Regular,Regular Gasoline,21,28,373,5,5
Buick,Envision AWD,Small Sport Utility Vehicle 4WD,All-Wheel Drive,Automatic 6-Speed,4,2.0,Premium,Premium Gasoline,20,26,399,5,5
Buick,Envision FWD,Small Sport Utility Vehicle 2WD,Front-Wheel Drive,Automatic 6-Speed,4,2.5,Regular,Regular Gasoline,22,29,356,5,5
Buick,LaCrosse,Midsize Cars,Front-Wheel Drive,Automatic (S8),6,3.6,Regular,Regular Gasoline,21,31,360,5,5
Buick,LaCrosse AWD,Midsize Cars,All-Wheel Drive,Automatic (S8),6,3.6,Regular,Regular Gasoline,20,29,378,5,5
Buick,Regal,Midsize Cars,Front-Wheel Drive,Automatic (S6),4,2.0,Premium,Premium Gasoline,21,29,374,5,5
Buick,Regal,Midsize Cars,Front-Wheel Drive,Automatic (S6),4,2.4,Regular,Regular Gasoline,19,30,385,5,5
Buick,Regal AWD,Midsize Cars,All-Wheel Drive,Automatic (S6),4,2.0,Premium,Premium Gasoline,19,27,402,5,5
